,File,Time,Q
72,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01820.csv,1.8105851e-07,3.06358487324995e-11
73,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01893.csv,8.2161054e-06,1.1354585599997314e-11
74,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01925.csv,1.4826327e-05,1.0010842080001685e-11
75,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01926.csv,7.5790858e-07,7.305292850000016e-11
76,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01926.csv,7.5790858e-07,7.305292850000016e-11
77,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01955.csv,1.1323075e-05,4.3448332160001245e-11
78,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01969.csv,1.3505415e-06,4.6021680780000014e-11
79,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01969.csv,3.9629415e-06,1.9511258260000236e-11
80,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--01988.csv,1.4245423e-05,5.239627030000057e-11
81,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02073.csv,1.9624865e-06,2.6635844200000187e-11
82,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02088.csv,4.5820067e-06,1.8448760240000645e-11
83,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02088.csv,4.5782067e-06,1.8438343540000273e-11
84,/run/media/einstein/Elements/CR160_data/CR160_-1353V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02088.csv,4.5780067e-06,1.8438343540000277e-11
