LECROYHDO9204,30366,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,18-Jan-2022 11:08:16,0                 
Time,Ampl
-7.8787628e-07,-0.000158333
-7.8767628e-07,-5.41667e-05
-7.8747628e-07,0.000258333
-7.8727628e-07,0.000466667
-7.8707628e-07,0.0003625
-7.8687628e-07,0.000258333
-7.8667628e-07,0.0003625
-7.8647628e-07,0.000570833
-7.8627628e-07,0.000258333
-7.8607628e-07,0.000154167
-7.8587628e-07,0.000466667
-7.8567628e-07,0.000258333
-7.8547628e-07,0.0003625
-7.8527628e-07,0.000258333
-7.8507628e-07,0.000675
-7.8487628e-07,0.000466667
-7.8467628e-07,0.000466667
-7.8447628e-07,0.000154167
-7.8427628e-07,0.000258333
-7.8407628e-07,5e-05
-7.8387628e-07,5e-05
-7.8367628e-07,5e-05
-7.8347628e-07,5e-05
-7.8327628e-07,0.000154167
-7.8307628e-07,0.000258333
-7.8287628e-07,0.000258333
-7.8267628e-07,0.000570833
-7.8247628e-07,0.000258333
-7.8227628e-07,0.000258333
-7.8207628e-07,0.000154167
-7.8187628e-07,0.000258333
-7.8167628e-07,0.0003625
-7.8147628e-07,0.0003625
-7.8127628e-07,0.000258333
-7.8107628e-07,0.000258333
-7.8087628e-07,0.000258333
-7.8067628e-07,5e-05
-7.8047628e-07,0.000154167
-7.8027628e-07,0.000258333
-7.8007628e-07,5e-05
-7.7987628e-07,0.000154167
-7.7967628e-07,5e-05
-7.7947628e-07,0.0003625
-7.7927628e-07,0.000570833
-7.7907628e-07,5e-05
-7.7887628e-07,-5.41667e-05
-7.7867628e-07,0.000258333
-7.7847628e-07,0.000258333
-7.7827628e-07,0.000258333
-7.7807628e-07,0.000154167
-7.7787628e-07,0.000570833
-7.7767628e-07,0.0003625
-7.7747628e-07,0.000570833
-7.7727628e-07,0.000466667
-7.7707628e-07,0.000466667
-7.7687628e-07,0.0003625
-7.7667628e-07,0.000570833
-7.7647628e-07,0.000154167
-7.7627628e-07,0.000258333
-7.7607628e-07,0.000258333
-7.7587628e-07,0.0003625
-7.7567628e-07,-5.41667e-05
-7.7547628e-07,5e-05
-7.7527628e-07,0.000154167
-7.7507628e-07,0.0003625
-7.7487628e-07,5e-05
-7.7467628e-07,-0.0002625
-7.7447628e-07,-5.41667e-05
-7.7427628e-07,0.000154167
-7.7407628e-07,-0.000158333
-7.7387628e-07,-0.0002625
-7.7367628e-07,-5.41667e-05
-7.7347628e-07,0.000570833
-7.7327628e-07,0.000675
-7.7307628e-07,0.000570833
-7.7287628e-07,0.000570833
-7.7267628e-07,0.000154167
-7.7247628e-07,5e-05
-7.7227628e-07,0.000466667
-7.7207628e-07,0.000570833
-7.7187628e-07,0.000154167
-7.7167628e-07,-0.0002625
-7.7147628e-07,0.000258333
-7.7127628e-07,0.0003625
-7.7107628e-07,0.000258333
-7.7087628e-07,5e-05
-7.7067628e-07,0.000154167
-7.7047628e-07,5e-05
-7.7027628e-07,0.0003625
-7.7007628e-07,0.000258333
-7.6987628e-07,0.000154167
-7.6967628e-07,0.000466667
-7.6947628e-07,0.000258333
-7.6927628e-07,0.000154167
-7.6907628e-07,0.0003625
-7.6887628e-07,0.000675
-7.6867628e-07,0.000154167
-7.6847628e-07,-0.000366667
-7.6827628e-07,-5.41667e-05
-7.6807628e-07,0.000258333
-7.6787628e-07,0.0003625
-7.6767628e-07,0.000258333
-7.6747628e-07,0.000258333
-7.6727628e-07,-5.41667e-05
-7.6707628e-07,5e-05
-7.6687628e-07,5e-05
-7.6667628e-07,0.000466667
-7.6647628e-07,0.000570833
-7.6627628e-07,0.000466667
-7.6607628e-07,0.0003625
-7.6587628e-07,0.0003625
-7.6567628e-07,0.0003625
-7.6547628e-07,0.000258333
-7.6527628e-07,0.000154167
-7.6507628e-07,0.0003625
-7.6487628e-07,0.000466667
-7.6467628e-07,0.0003625
-7.6447628e-07,-0.000158333
-7.6427628e-07,-0.0002625
-7.6407628e-07,-5.41667e-05
-7.6387628e-07,0.000258333
-7.6367628e-07,0.000154167
-7.6347628e-07,0.0003625
-7.6327628e-07,0.000258333
-7.6307628e-07,-0.000158333
-7.6287628e-07,-0.0002625
-7.6267628e-07,-5.41667e-05
-7.6247628e-07,-5.41667e-05
-7.6227628e-07,0.0003625
-7.6207628e-07,0.000154167
-7.6187628e-07,0.000154167
-7.6167628e-07,0.000258333
-7.6147628e-07,0.000258333
-7.6127628e-07,0.000258333
-7.6107628e-07,0.000466667
-7.6087628e-07,0.0003625
-7.6067628e-07,0.000466667
-7.6047628e-07,0.000154167
-7.6027628e-07,0.0003625
-7.6007628e-07,0.000258333
-7.5987628e-07,-5.41667e-05
-7.5967628e-07,-0.0002625
-7.5947628e-07,0.000154167
-7.5927628e-07,0.000154167
-7.5907628e-07,-0.0002625
-7.5887628e-07,-5.41667e-05
-7.5867628e-07,0.000258333
-7.5847628e-07,0.000258333
-7.5827628e-07,5e-05
-7.5807628e-07,0.000154167
-7.5787628e-07,0.0003625
-7.5767628e-07,0.0003625
-7.5747628e-07,0.000258333
-7.5727628e-07,0.0003625
-7.5707628e-07,0.000675
-7.5687628e-07,0.000779167
-7.5667628e-07,0.000675
-7.5647628e-07,5e-05
-7.5627628e-07,0.0003625
-7.5607628e-07,0.0003625
-7.5587628e-07,0.000258333
-7.5567628e-07,0.0003625
-7.5547628e-07,0.000466667
-7.5527628e-07,0.0003625
-7.5507628e-07,0.000258333
-7.5487628e-07,0.000154167
-7.5467628e-07,5e-05
-7.5447628e-07,-5.41667e-05
-7.5427628e-07,5e-05
-7.5407628e-07,0.000154167
-7.5387628e-07,5e-05
-7.5367628e-07,-5.41667e-05
-7.5347628e-07,0.000258333
-7.5327628e-07,0.000154167
-7.5307628e-07,0.000154167
-7.5287628e-07,-5.41667e-05
-7.5267628e-07,0.000154167
-7.5247628e-07,-0.000158333
-7.5227628e-07,0.000258333
-7.5207628e-07,0.000258333
-7.5187628e-07,5e-05
-7.5167628e-07,5e-05
-7.5147628e-07,-5.41667e-05
-7.5127628e-07,5e-05
-7.5107628e-07,-0.000158333
-7.5087628e-07,-5.41667e-05
-7.5067628e-07,5e-05
-7.5047628e-07,0.000154167
-7.5027628e-07,0.000154167
-7.5007628e-07,0.000258333
-7.4987628e-07,-5.41667e-05
-7.4967628e-07,5e-05
-7.4947628e-07,0.0003625
-7.4927628e-07,0.000466667
-7.4907628e-07,0.000466667
-7.4887628e-07,0.000258333
-7.4867628e-07,0.000258333
-7.4847628e-07,0.000154167
-7.4827628e-07,0.000154167
-7.4807628e-07,0.000466667
-7.4787628e-07,0.000570833
-7.4767628e-07,0.0003625
-7.4747628e-07,0.000154167
-7.4727628e-07,0.000258333
-7.4707628e-07,0.0003625
-7.4687628e-07,0.000154167
-7.4667628e-07,0.000570833
-7.4647628e-07,0.000466667
-7.4627628e-07,0.000258333
-7.4607628e-07,5e-05
-7.4587628e-07,0.000154167
-7.4567628e-07,0.000154167
-7.4547628e-07,0.000466667
-7.4527628e-07,0.000154167
-7.4507628e-07,0.000258333
-7.4487628e-07,0.000466667
-7.4467628e-07,0.0003625
-7.4447628e-07,5e-05
-7.4427628e-07,0.0003625
-7.4407628e-07,0.000154167
-7.4387628e-07,0.000154167
-7.4367628e-07,-5.41667e-05
-7.4347628e-07,5e-05
-7.4327628e-07,0.0003625
-7.4307628e-07,0.000258333
-7.4287628e-07,5e-05
-7.4267628e-07,0.000154167
-7.4247628e-07,0.000154167
-7.4227628e-07,0.000154167
-7.4207628e-07,0.000154167
-7.4187628e-07,0.0003625
-7.4167628e-07,0.0003625
-7.4147628e-07,0.0003625
-7.4127628e-07,0.000154167
-7.4107628e-07,0.000258333
-7.4087628e-07,0.000154167
-7.4067628e-07,0.000154167
-7.4047628e-07,0.0003625
-7.4027628e-07,0.000258333
-7.4007628e-07,0.000258333
-7.3987628e-07,0.000258333
-7.3967628e-07,0.000154167
-7.3947628e-07,0.0003625
-7.3927628e-07,0.0003625
-7.3907628e-07,0.0003625
-7.3887628e-07,0.000258333
-7.3867628e-07,0.000570833
-7.3847628e-07,0.000570833
-7.3827628e-07,0.0003625
-7.3807628e-07,0.0003625
-7.3787628e-07,0.0003625
-7.3767628e-07,0.000154167
-7.3747628e-07,0.000258333
-7.3727628e-07,5e-05
-7.3707628e-07,0.000258333
-7.3687628e-07,0.000570833
-7.3667628e-07,0.000675
-7.3647628e-07,0.000466667
-7.3627628e-07,0.0003625
-7.3607628e-07,0.000258333
-7.3587628e-07,0.000154167
-7.3567628e-07,0.0003625
-7.3547628e-07,0.0003625
-7.3527628e-07,0.000258333
-7.3507628e-07,0.000154167
-7.3487628e-07,0.000154167
-7.3467628e-07,0.000258333
-7.3447628e-07,0.000258333
-7.3427628e-07,5e-05
-7.3407628e-07,-5.41667e-05
-7.3387628e-07,0.000258333
-7.3367628e-07,0.000258333
-7.3347628e-07,-5.41667e-05
-7.3327628e-07,-5.41667e-05
-7.3307628e-07,0.000258333
-7.3287628e-07,0.000154167
-7.3267628e-07,5e-05
-7.3247628e-07,5e-05
-7.3227628e-07,-5.41667e-05
-7.3207628e-07,0.000258333
-7.3187628e-07,0.000258333
-7.3167628e-07,5e-05
-7.3147628e-07,0.000154167
-7.3127628e-07,0.0003625
-7.3107628e-07,0.000154167
-7.3087628e-07,0.000258333
-7.3067628e-07,0.0003625
-7.3047628e-07,0.000154167
-7.3027628e-07,0.000258333
-7.3007628e-07,-5.41667e-05
-7.2987628e-07,0.000154167
-7.2967628e-07,0.000154167
-7.2947628e-07,0.000258333
-7.2927628e-07,5e-05
-7.2907628e-07,0.000154167
-7.2887628e-07,0.000258333
-7.2867628e-07,0.000258333
-7.2847628e-07,0.000258333
-7.2827628e-07,0.000258333
-7.2807628e-07,0.000258333
-7.2787628e-07,0.000258333
-7.2767628e-07,0.000466667
-7.2747628e-07,0.0003625
-7.2727628e-07,0.000154167
-7.2707628e-07,5e-05
-7.2687628e-07,-5.41667e-05
-7.2667628e-07,0.000258333
-7.2647628e-07,5e-05
-7.2627628e-07,0.000258333
-7.2607628e-07,0.000154167
-7.2587628e-07,0.000154167
-7.2567628e-07,0.000154167
-7.2547628e-07,0.0003625
-7.2527628e-07,0.0003625
-7.2507628e-07,0.000466667
-7.2487628e-07,0.0003625
-7.2467628e-07,5e-05
-7.2447628e-07,-0.0002625
-7.2427628e-07,0.000154167
-7.2407628e-07,0.000154167
-7.2387628e-07,5e-05
-7.2367628e-07,5e-05
-7.2347628e-07,0.000258333
-7.2327628e-07,0.0003625
-7.2307628e-07,0.000258333
-7.2287628e-07,-5.41667e-05
-7.2267628e-07,-0.000158333
-7.2247628e-07,-0.0002625
-7.2227628e-07,-5.41667e-05
-7.2207628e-07,0.000154167
-7.2187628e-07,5e-05
-7.2167628e-07,-5.41667e-05
-7.2147628e-07,-0.000158333
-7.2127628e-07,-0.0002625
-7.2107628e-07,0.000258333
-7.2087628e-07,0.000258333
-7.2067628e-07,-0.0002625
-7.2047628e-07,-5.41667e-05
-7.2027628e-07,-0.000158333
-7.2007628e-07,-0.0002625
-7.1987628e-07,-5.41667e-05
-7.1967628e-07,0.000154167
-7.1947628e-07,0.000154167
-7.1927628e-07,0.000154167
-7.1907628e-07,5e-05
-7.1887628e-07,-5.41667e-05
-7.1867628e-07,0.000570833
-7.1847628e-07,0.000258333
-7.1827628e-07,5e-05
-7.1807628e-07,-0.0002625
-7.1787628e-07,-5.41667e-05
-7.1767628e-07,5e-05
-7.1747628e-07,0.0003625
-7.1727628e-07,0.000154167
-7.1707628e-07,-5.41667e-05
-7.1687628e-07,0.000258333
-7.1667628e-07,0.000570833
-7.1647628e-07,0.000466667
-7.1627628e-07,0.000466667
-7.1607628e-07,0.000466667
-7.1587628e-07,0.000258333
-7.1567628e-07,0.000258333
-7.1547628e-07,0.000466667
-7.1527628e-07,5e-05
-7.1507628e-07,0.000154167
-7.1487628e-07,0.000258333
-7.1467628e-07,0.0003625
-7.1447628e-07,0.000570833
-7.1427628e-07,0.0003625
-7.1407628e-07,0.000258333
-7.1387628e-07,0.000466667
-7.1367628e-07,0.000466667
-7.1347628e-07,0.000258333
-7.1327628e-07,5e-05
-7.1307628e-07,0.000466667
-7.1287628e-07,0.000779167
-7.1267628e-07,0.000570833
-7.1247628e-07,5e-05
-7.1227628e-07,0.000154167
-7.1207628e-07,0.000154167
-7.1187628e-07,0.0003625
-7.1167628e-07,0.0003625
-7.1147628e-07,0.000154167
-7.1127628e-07,5e-05
-7.1107628e-07,5e-05
-7.1087628e-07,0.000258333
-7.1067628e-07,-0.000158333
-7.1047628e-07,-0.000470833
-7.1027628e-07,-0.000158333
-7.1007628e-07,-5.41667e-05
-7.0987628e-07,-5.41667e-05
-7.0967628e-07,5e-05
-7.0947628e-07,0.000258333
-7.0927628e-07,5e-05
-7.0907628e-07,0.000258333
-7.0887628e-07,0.000258333
-7.0867628e-07,0.000258333
-7.0847628e-07,-5.41667e-05
-7.0827628e-07,0.000258333
-7.0807628e-07,0.000154167
-7.0787628e-07,0.000154167
-7.0767628e-07,-0.0002625
-7.0747628e-07,0.000154167
-7.0727628e-07,0.000258333
-7.0707628e-07,0.000258333
-7.0687628e-07,5e-05
-7.0667628e-07,0.000258333
-7.0647628e-07,0.000154167
-7.0627628e-07,5e-05
-7.0607628e-07,0.000154167
-7.0587628e-07,0.0003625
-7.0567628e-07,0.000154167
-7.0547628e-07,0.000258333
-7.0527628e-07,5e-05
-7.0507628e-07,0.0003625
-7.0487628e-07,0.000675
-7.0467628e-07,0.000675
-7.0447628e-07,0.000154167
-7.0427628e-07,0.0003625
-7.0407628e-07,0.0003625
-7.0387628e-07,0.0003625
-7.0367628e-07,0.0003625
-7.0347628e-07,0.000258333
-7.0327628e-07,0.000466667
-7.0307628e-07,0.0003625
-7.0287628e-07,-0.0002625
-7.0267628e-07,0.000154167
-7.0247628e-07,0.000154167
-7.0227628e-07,0.000258333
-7.0207628e-07,0.000154167
-7.0187628e-07,0.000154167
-7.0167628e-07,0.000154167
-7.0147628e-07,0.000466667
-7.0127628e-07,0.000258333
-7.0107628e-07,0.000258333
-7.0087628e-07,0.0003625
-7.0067628e-07,0.0003625
-7.0047628e-07,0.000154167
-7.0027628e-07,0.000258333
-7.0007628e-07,5e-05
-6.9987628e-07,0.000154167
-6.9967628e-07,0.000154167
-6.9947628e-07,5e-05
-6.9927628e-07,5e-05
-6.9907628e-07,0.000154167
-6.9887628e-07,0.000258333
-6.9867628e-07,0.000154167
-6.9847628e-07,-5.41667e-05
-6.9827628e-07,5e-05
-6.9807628e-07,-5.41667e-05
-6.9787628e-07,5e-05
-6.9767628e-07,-5.41667e-05
-6.9747628e-07,-5.41667e-05
-6.9727628e-07,-0.000158333
-6.9707628e-07,0.000154167
-6.9687628e-07,0.000466667
-6.9667628e-07,0.0003625
-6.9647628e-07,0.000258333
-6.9627628e-07,0.000466667
-6.9607628e-07,0.000466667
-6.9587628e-07,0.0003625
-6.9567628e-07,0.000258333
-6.9547628e-07,0.000258333
-6.9527628e-07,0.0003625
-6.9507628e-07,0.000258333
-6.9487628e-07,0.000154167
-6.9467628e-07,0.000154167
-6.9447628e-07,0.000154167
-6.9427628e-07,0.000258333
-6.9407628e-07,-5.41667e-05
-6.9387628e-07,5e-05
-6.9367628e-07,0.0003625
-6.9347628e-07,0.000466667
-6.9327628e-07,5e-05
-6.9307628e-07,5e-05
-6.9287628e-07,0.000154167
-6.9267628e-07,0.000258333
-6.9247628e-07,0.000258333
-6.9227628e-07,0.000466667
-6.9207628e-07,0.0003625
-6.9187628e-07,0.000258333
-6.9167628e-07,0.000154167
-6.9147628e-07,0.000570833
-6.9127628e-07,0.0003625
-6.9107628e-07,5e-05
-6.9087628e-07,-0.0002625
-6.9067628e-07,0.000154167
-6.9047628e-07,0.000258333
-6.9027628e-07,0.000154167
-6.9007628e-07,-0.0002625
-6.8987628e-07,-0.0002625
-6.8967628e-07,-5.41667e-05
-6.8947628e-07,0.000258333
-6.8927628e-07,0.000154167
-6.8907628e-07,0.000258333
-6.8887628e-07,0.000258333
-6.8867628e-07,0.000258333
-6.8847628e-07,-5.41667e-05
-6.8827628e-07,-5.41667e-05
-6.8807628e-07,5e-05
-6.8787628e-07,0.000258333
-6.8767628e-07,5e-05
-6.8747628e-07,5e-05
-6.8727628e-07,-5.41667e-05
-6.8707628e-07,0.000154167
-6.8687628e-07,-5.41667e-05
-6.8667628e-07,0.000154167
-6.8647628e-07,0.000258333
-6.8627628e-07,0.000258333
-6.8607628e-07,0.000466667
-6.8587628e-07,0.000675
-6.8567628e-07,0.000258333
-6.8547628e-07,0.000258333
-6.8527628e-07,0.000154167
-6.8507628e-07,0.000258333
-6.8487628e-07,0.000258333
-6.8467628e-07,0.0003625
-6.8447628e-07,0.000154167
-6.8427628e-07,0.0003625
-6.8407628e-07,0.0003625
-6.8387628e-07,0.0003625
-6.8367628e-07,0.000466667
-6.8347628e-07,0.000570833
-6.8327628e-07,0.0003625
-6.8307628e-07,0.000154167
-6.8287628e-07,5e-05
-6.8267628e-07,0.000154167
-6.8247628e-07,0.000570833
-6.8227628e-07,0.000466667
-6.8207628e-07,0.000258333
-6.8187628e-07,0.000258333
-6.8167628e-07,0.0003625
-6.8147628e-07,0.0003625
-6.8127628e-07,0.000154167
-6.8107628e-07,0.000154167
-6.8087628e-07,0.000258333
-6.8067628e-07,0.000466667
-6.8047628e-07,0.000466667
-6.8027628e-07,0.000258333
-6.8007628e-07,0.000154167
-6.7987628e-07,0.000570833
-6.7967628e-07,0.000570833
-6.7947628e-07,0.000258333
-6.7927628e-07,5e-05
-6.7907628e-07,0.000154167
-6.7887628e-07,0.000154167
-6.7867628e-07,0.000154167
-6.7847628e-07,-0.000158333
-6.7827628e-07,-5.41667e-05
-6.7807628e-07,-0.0002625
-6.7787628e-07,0.000154167
-6.7767628e-07,0.0003625
-6.7747628e-07,0.000258333
-6.7727628e-07,0.000258333
-6.7707628e-07,5e-05
-6.7687628e-07,5e-05
-6.7667628e-07,-5.41667e-05
-6.7647628e-07,-5.41667e-05
-6.7627628e-07,-5.41667e-05
-6.7607628e-07,5e-05
-6.7587628e-07,0.000258333
-6.7567628e-07,0.000466667
-6.7547628e-07,0.000466667
-6.7527628e-07,0.0003625
-6.7507628e-07,0.000258333
-6.7487628e-07,0.000258333
-6.7467628e-07,0.000570833
-6.7447628e-07,0.000466667
-6.7427628e-07,0.000258333
-6.7407628e-07,0.0003625
-6.7387628e-07,0.000779167
-6.7367628e-07,0.000779167
-6.7347628e-07,0.000779167
-6.7327628e-07,0.000466667
-6.7307628e-07,0.000570833
-6.7287628e-07,0.000570833
-6.7267628e-07,0.000258333
-6.7247628e-07,0.0003625
-6.7227628e-07,0.000779167
-6.7207628e-07,0.000466667
-6.7187628e-07,0.000258333
-6.7167628e-07,5e-05
-6.7147628e-07,0.000466667
-6.7127628e-07,0.000570833
-6.7107628e-07,0.000466667
-6.7087628e-07,0.000570833
-6.7067628e-07,0.000466667
-6.7047628e-07,0.0003625
-6.7027628e-07,0.000258333
-6.7007628e-07,-5.41667e-05
-6.6987628e-07,5e-05
-6.6967628e-07,0.000675
-6.6947628e-07,0.000675
-6.6927628e-07,0.000154167
-6.6907628e-07,-0.000158333
-6.6887628e-07,-5.41667e-05
-6.6867628e-07,5e-05
-6.6847628e-07,5e-05
-6.6827628e-07,-0.000158333
-6.6807628e-07,-5.41667e-05
-6.6787628e-07,0.000154167
-6.6767628e-07,0.000154167
-6.6747628e-07,0.000258333
-6.6727628e-07,5e-05
-6.6707628e-07,5e-05
-6.6687628e-07,0.000258333
-6.6667628e-07,0.000258333
-6.6647628e-07,5e-05
-6.6627628e-07,-5.41667e-05
-6.6607628e-07,0.000154167
-6.6587628e-07,0.000258333
-6.6567628e-07,0.000154167
-6.6547628e-07,5e-05
-6.6527628e-07,-5.41667e-05
-6.6507628e-07,0.000154167
-6.6487628e-07,0.0003625
-6.6467628e-07,0.000570833
-6.6447628e-07,0.000466667
-6.6427628e-07,0.000570833
-6.6407628e-07,0.000570833
-6.6387628e-07,0.000466667
-6.6367628e-07,0.000154167
-6.6347628e-07,0.000466667
-6.6327628e-07,0.000466667
-6.6307628e-07,0.000466667
-6.6287628e-07,0.0003625
-6.6267628e-07,0.000675
-6.6247628e-07,0.000570833
-6.6227628e-07,0.000466667
-6.6207628e-07,0.000466667
-6.6187628e-07,0.000570833
-6.6167628e-07,0.000258333
-6.6147628e-07,0.000154167
-6.6127628e-07,0.000258333
-6.6107628e-07,0.000466667
-6.6087628e-07,0.000154167
-6.6067628e-07,0.000258333
-6.6047628e-07,0.000154167
-6.6027628e-07,0.000154167
-6.6007628e-07,-5.41667e-05
-6.5987628e-07,0.0003625
-6.5967628e-07,5e-05
-6.5947628e-07,0.000154167
-6.5927628e-07,0.000154167
-6.5907628e-07,0.000154167
-6.5887628e-07,-0.0002625
-6.5867628e-07,5e-05
-6.5847628e-07,0.0003625
-6.5827628e-07,5e-05
-6.5807628e-07,5e-05
-6.5787628e-07,0.000154167
-6.5767628e-07,-5.41667e-05
-6.5747628e-07,5e-05
-6.5727628e-07,-5.41667e-05
-6.5707628e-07,5e-05
-6.5687628e-07,-5.41667e-05
-6.5667628e-07,0.000258333
-6.5647628e-07,5e-05
-6.5627628e-07,0.000154167
-6.5607628e-07,0.000154167
-6.5587628e-07,0.000258333
-6.5567628e-07,5e-05
-6.5547628e-07,5e-05
-6.5527628e-07,-5.41667e-05
-6.5507628e-07,0.000258333
-6.5487628e-07,0.000466667
-6.5467628e-07,0.000466667
-6.5447628e-07,0.000258333
-6.5427628e-07,0.000154167
-6.5407628e-07,5e-05
-6.5387628e-07,0.000258333
-6.5367628e-07,0.000258333
-6.5347628e-07,0.000570833
-6.5327628e-07,0.000258333
-6.5307628e-07,0.000258333
-6.5287628e-07,0.000258333
-6.5267628e-07,0.000258333
-6.5247628e-07,0.000258333
-6.5227628e-07,0.000466667
-6.5207628e-07,0.0003625
-6.5187628e-07,0.0003625
-6.5167628e-07,0.000154167
-6.5147628e-07,0.000466667
-6.5127628e-07,0.000570833
-6.5107628e-07,0.0003625
-6.5087628e-07,0.000466667
-6.5067628e-07,0.000675
-6.5047628e-07,0.000675
-6.5027628e-07,0.000466667
-6.5007628e-07,0.000258333
-6.4987628e-07,0.0003625
-6.4967628e-07,0.000154167
-6.4947628e-07,0.000154167
-6.4927628e-07,-0.000158333
-6.4907628e-07,5e-05
-6.4887628e-07,5e-05
-6.4867628e-07,0.000154167
-6.4847628e-07,0.000154167
-6.4827628e-07,0.000258333
-6.4807628e-07,-5.41667e-05
-6.4787628e-07,-5.41667e-05
-6.4767628e-07,-5.41667e-05
-6.4747628e-07,5e-05
-6.4727628e-07,0.000258333
-6.4707628e-07,0.000675
-6.4687628e-07,0.0003625
-6.4667628e-07,0.000570833
-6.4647628e-07,0.000466667
-6.4627628e-07,0.000258333
-6.4607628e-07,0.000154167
-6.4587628e-07,5e-05
-6.4567628e-07,0.000258333
-6.4547628e-07,0.0003625
-6.4527628e-07,0.000154167
-6.4507628e-07,0.0003625
-6.4487628e-07,0.0003625
-6.4467628e-07,0.000258333
-6.4447628e-07,0.000466667
-6.4427628e-07,0.000258333
-6.4407628e-07,0.0003625
-6.4387628e-07,0.000570833
-6.4367628e-07,0.000466667
-6.4347628e-07,0.0003625
-6.4327628e-07,0.0003625
-6.4307628e-07,0.0003625
-6.4287628e-07,0.000570833
-6.4267628e-07,0.000675
-6.4247628e-07,0.000570833
-6.4227628e-07,0.000258333
-6.4207628e-07,5e-05
-6.4187628e-07,0.000258333
-6.4167628e-07,0.000154167
-6.4147628e-07,0.000570833
-6.4127628e-07,0.000675
-6.4107628e-07,0.000466667
-6.4087628e-07,0.000154167
-6.4067628e-07,0.000258333
-6.4047628e-07,0.000258333
-6.4027628e-07,0.000466667
-6.4007628e-07,5e-05
-6.3987628e-07,5e-05
-6.3967628e-07,-0.0002625
-6.3947628e-07,-5.41667e-05
-6.3927628e-07,0.000154167
-6.3907628e-07,0.000258333
-6.3887628e-07,5e-05
-6.3867628e-07,0.000154167
-6.3847628e-07,0.000154167
-6.3827628e-07,5e-05
-6.3807628e-07,-0.0002625
-6.3787628e-07,-5.41667e-05
-6.3767628e-07,-5.41667e-05
-6.3747628e-07,0.000154167
-6.3727628e-07,5e-05
-6.3707628e-07,-5.41667e-05
-6.3687628e-07,5e-05
-6.3667628e-07,5e-05
-6.3647628e-07,-0.0002625
-6.3627628e-07,0.000154167
-6.3607628e-07,0.000466667
-6.3587628e-07,5e-05
-6.3567628e-07,-0.000158333
-6.3547628e-07,0.000466667
-6.3527628e-07,0.000675
-6.3507628e-07,0.000570833
-6.3487628e-07,0.000154167
-6.3467628e-07,0.000258333
-6.3447628e-07,0.0003625
-6.3427628e-07,0.000258333
-6.3407628e-07,0.0003625
-6.3387628e-07,0.000570833
-6.3367628e-07,0.0003625
-6.3347628e-07,0.000258333
-6.3327628e-07,0.000154167
-6.3307628e-07,0.0003625
-6.3287628e-07,0.000154167
-6.3267628e-07,5e-05
-6.3247628e-07,5e-05
-6.3227628e-07,0.000154167
-6.3207628e-07,-5.41667e-05
-6.3187628e-07,0.000258333
-6.3167628e-07,0.000675
-6.3147628e-07,0.000675
-6.3127628e-07,0.000570833
-6.3107628e-07,0.0003625
-6.3087628e-07,0.000154167
-6.3067628e-07,0.000154167
-6.3047628e-07,0.000258333
-6.3027628e-07,0.000154167
-6.3007628e-07,5e-05
-6.2987628e-07,0.000154167
-6.2967628e-07,0.000154167
-6.2947628e-07,0.000258333
-6.2927628e-07,0.000258333
