File,Q,Trigger,pedestal
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04457.csv,3.2267046571447103e-14,False,0.00013271885291304085
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00000.csv,-3.18914838601642e-14,False,0.0001372798879467331
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00001.csv,1.063947498277843e-14,False,-0.0011994442136036476
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00002.csv,-2.476277740256137e-14,False,-0.0013208103486056937
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00003.csv,-3.9659929669887515e-14,False,-0.001286783044049482
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00004.csv,-3.2075846615606235e-14,False,-0.0013500794992421057
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00005.csv,6.501716378269617e-15,False,-0.0013643897955517837
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00006.csv,-3.893081619624053e-14,False,-0.0013708239223627569
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00007.csv,1.0563515559755113e-13,False,-0.0012131416303569446
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00008.csv,2.3867731509425422e-14,False,-0.0011587666226165754
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00009.csv,4.952291554645138e-15,False,-0.0012435281523511634
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00010.csv,5.845688377266522e-14,False,-0.0010488994279460688
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00011.csv,6.777756106944394e-14,False,-0.0011820340961501215
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00012.csv,-1.0144789245088914e-13,False,-0.001244807814501004
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00013.csv,-3.4433805149532606e-14,False,-0.0012578744229600584
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00014.csv,-6.809808298216208e-14,False,-0.001209248640112717
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00015.csv,3.268913308033993e-14,False,-0.0012307318820338412
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00016.csv,3.524066409565323e-14,False,-0.0012866209157985612
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00018.csv,-1.8974187388384456e-14,False,-0.0012284609586510067
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00019.csv,1.7364107913897934e-14,False,-0.0012399056200042122
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00020.csv,8.327887326749348e-14,False,-0.0012174129420570307
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00021.csv,-1.7237281508282866e-15,False,-0.0011642274671611968
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00022.csv,9.551697653481259e-14,False,-0.0011625874643013184
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00023.csv,-6.117594676430841e-14,False,-0.001126217325754222
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00024.csv,4.769774844372916e-15,False,-0.0011671112188785886
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2100V_-2600V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00025.csv,1.0239497696861886e-13,False,-0.0011947222225436249
