File,Q,Trigger,pedestal
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04457.csv,-8.181752401509602e-15,False,0.00010036437371957391
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00000.csv,2.1422995180276327e-14,False,0.00015243703895612015
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00001.csv,6.818389421927444e-14,False,0.0001034193135999219
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00002.csv,-6.29818786343242e-15,False,0.00010274636900714646
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00003.csv,-5.527115967352934e-13,True,0.00013270816629932884
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00004.csv,3.552794298512969e-15,False,0.00011112072149601051
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00005.csv,-2.65947857621303e-14,False,0.00017842530137789637
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00006.csv,3.132446132356545e-14,False,8.94050853569457e-05
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00007.csv,1.912071931700798e-14,False,0.00017142886341938102
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00008.csv,-4.4436650710781377e-13,False,0.00011008461303924911
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00009.csv,-6.409715051289019e-15,False,9.491677878285672e-05
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00010.csv,-3.43838258488872e-14,False,6.589496026048501e-05
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2000V_-2500V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00011.csv,-8.396653735933656e-15,False,0.00020609056533724336
