File,Q,Trigger,pedestal
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--04457.csv,-1.717785534077306e-14,False,-0.0010637502595880319
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00000.csv,-1.4812822437568597e-14,False,-0.001118846037335308
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00001.csv,-3.6067636879862897e-12,True,-0.0011373377283918538
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00002.csv,-8.860896704828054e-14,False,-0.0009721582701570526
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00003.csv,-1.6218420739440634e-12,True,-0.0011934791497733935
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00004.csv,-1.1692514408930756e-14,False,-0.0010668321575851934
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00005.csv,-1.077589991033354e-12,True,-0.001031074845711798
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00006.csv,-4.928917484475618e-12,True,-0.0010954528494843737
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00007.csv,-4.6938185215873745e-12,True,-0.0013560818404512853
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00008.csv,4.600834682357066e-14,False,-0.001154387083915719
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00009.csv,-3.1823922421369772e-12,True,-0.001247493408788831
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00010.csv,2.1180811617215946e-14,False,-0.0010492419066525074
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00011.csv,-7.627428733929143e-14,False,-0.0010843863818248694
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00012.csv,-2.6910507748334426e-12,True,-0.0010776460700292537
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00013.csv,-2.8904567633207093e-12,True,-0.001104031428063031
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00014.csv,-1.9537498717275056e-12,True,-0.0010078795095456526
/mnt/windows_file/DATA/21_12_21_gooddata/_-300V_-2200V_-2700V_LED_10KHz_9V_28ns_20us_2.5GHz/C1--w--00015.csv,-1.9782333795124226e-12,True,-0.0012663276986002905
