File,Q,pedestal,a,b,lead_index1,lead_index2,raise_time,r2
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02429.csv,-3.5729185783709444e-11,0.0002545908340319,-590087.049450548,-0.07029218773570625,1702,1716,6.49113833423744e-09,0.930801372085538
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02449.csv,-4.349998808051168e-11,0.0003827719590818,-780105.8296703328,-0.05281748915278491,1831,1845,5.8960635753858735e-09,0.9680293245966586
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02461.csv,-2.133333531567516e-11,0.0002955505672654,-484560.97232142295,-0.07184843285409852,1629,1644,5.564708277875309e-09,0.9182550422943889
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02466.csv,-3.408333514864952e-11,0.0002979416167664,-941506.3548950983,-0.135015146775259,1642,1654,4.547700895646305e-09,0.9894935818885426
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02491.csv,-2.964581913333603e-11,0.0003382776075848,-656764.6016483551,-0.09096337267997434,1653,1666,5.172760647485106e-09,0.9737701079482513
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02512.csv,-5.2145814706599996e-11,0.0002966940998003,-984932.9642857068,-0.07513901947051668,1809,1824,5.869121543751464e-09,0.9669006226295345
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02532.csv,-2.0666665197495687e-11,0.0002483532998003,-377859.3740970082,-0.0536394634235802,1644,1662,5.933473650609103e-09,0.948775355214011
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02617.csv,-4.283332816505003e-11,0.0002871298924151,-969551.0054945148,-0.1437765905124635,1630,1644,5.008883376336779e-09,0.982469507267927
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02525.csv,-4.004168086517911e-11,0.0002352545193612,-752060.4450549467,-0.11174758237209503,1628,1642,6.2914352783748134e-09,0.8926946221736083
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02542.csv,-4.6750002794604445e-11,0.0003083374788423,-974702.1038461332,-0.15221621732515747,1610,1624,5.170816768719571e-09,0.98095219018258
/run/media/einstein/Elements/CR160_data/CR160_-1400V_LED_3.7V_1kHz_29.8ns_20us_SyncTrigger/C4--w--02575.csv,-3.33541609132283e-11,0.0003476339289421,-348557.9285714275,-0.051631729807096266,1629,1643,6.421047865204544e-09,0.9078535005504988
